CustomerID,BirthDate,Date Collected,Age,Gender,MonthySpend,
12893,1972-04-04,1998-01-01,25,F,50,
11109,1963-11-05,1998-01-01,34,M,79,
11110,1962-06-06,1998-01-01,35,M,74,
12894,1972-08-07,1998-01-01,25,F,57,
13627,1972-07-07,1998-01-01,25,F,51,
11113,1962-02-21,1998-01-01,35,M,142,
16475,1973-12-13,1998-01-01,24,M,61,
11115,1962-02-12,1998-01-01,35,M,141,
11116,1962-10-07,1998-01-01,35,M,140,
13629,1972-07-21,1998-01-01,25,F,53,
11119,1935-04-10,1998-01-01,62,M,58,
11120,1936-08-09,1998-01-01,61,F,37,
11122,1960-04-02,1998-01-01,37,M,143,
11123,1960-06-20,1998-01-01,37,M,140,
11124,1957-07-27,1998-01-01,40,M,80,
13630,1972-03-16,1998-01-01,25,F,49,
11126,1949-04-07,1998-01-01,48,M,75,
11127,1975-10-21,1998-01-01,22,F,46,
11129,1975-08-05,1998-01-01,22,F,37,
11130,1980-01-06,1998-01-01,17,F,48,
11131,1980-03-12,1998-01-01,17,F,44,
11132,1980-10-26,1998-01-01,17,F,40,
11133,1980-09-08,1998-01-01,17,F,34,
11134,1946-02-26,1998-01-01,51,M,64,
11135,1979-11-03,1998-01-01,18,M,63,
11136,1978-10-26,1998-01-01,19,F,46,
11137,1978-07-20,1998-01-01,19,F,47,
11138,1978-09-15,1998-01-01,19,F,45,
11139,1938-11-09,1998-01-01,59,F,39,
11140,1977-02-11,1998-01-01,20,M,69,
11141,1977-06-21,1998-01-01,20,F,43,
11142,1977-08-14,1998-01-01,20,M,73,
11143,1977-02-04,1998-01-01,20,M,70,
11144,1979-09-09,1998-01-01,18,M,64,
11145,1979-12-08,1998-01-01,18,F,37,
11146,1939-08-26,1998-01-01,58,F,47,
11147,1939-02-05,1998-01-01,58,M,78,
11148,1941-08-16,1998-01-01,56,M,67,
11149,1941-04-20,1998-01-01,56,M,71,
11150,1941-03-15,1998-01-01,56,M,69,
11151,1942-02-25,1998-01-01,55,F,46,
11152,1976-01-10,1998-01-01,21,M,72,
11153,1976-06-23,1998-01-01,21,F,42,
11154,1976-08-21,1998-01-01,21,F,38,
11155,1976-01-26,1998-01-01,21,M,68,
11157,1975-06-11,1998-01-01,22,F,50,
11158,1975-10-08,1998-01-01,22,M,65,
11159,1975-09-17,1998-01-01,22,F,40,
11160,1974-01-08,1998-01-01,23,M,69,
11161,1974-04-22,1998-01-01,23,F,44,
11163,1974-12-20,1998-01-01,23,M,66,
11164,1974-05-05,1998-01-01,23,M,64,
11165,1973-07-18,1998-01-01,24,F,52,
13632,1972-02-07,1998-01-01,25,F,53,
11169,1968-06-22,1998-01-01,29,M,141,
13634,1972-02-17,1998-01-01,25,F,104,
11171,1967-10-09,1998-01-01,30,M,80,
13690,1972-02-17,1998-01-01,25,F,43,
13691,1972-10-22,1998-01-01,25,F,57,
11174,1967-07-13,1998-01-01,30,M,109,
11175,1963-03-05,1998-01-01,34,M,70,
11176,1968-01-25,1998-01-01,29,M,148,
11177,1942-07-04,1998-01-01,55,M,144,
11179,1943-06-14,1998-01-01,54,F,91,
11180,1943-01-02,1998-01-01,54,F,73,
11181,1943-08-08,1998-01-01,54,M,126,
11182,1944-08-25,1998-01-01,53,F,39,
11183,1944-07-15,1998-01-01,53,F,51,
11184,1944-11-16,1998-01-01,53,F,42,
11185,1944-10-08,1998-01-01,53,F,48,
11186,1944-05-21,1998-01-01,53,F,46,
11187,1944-02-22,1998-01-01,53,F,49,
11188,1944-09-06,1998-01-01,53,F,52,
11189,1944-07-15,1998-01-01,53,M,75,
11190,1944-06-22,1998-01-01,53,M,77,
11191,1945-12-18,1998-01-01,52,F,47,
11192,1945-09-13,1998-01-01,52,M,79,
11193,1945-02-13,1998-01-01,52,M,73,
11194,1945-06-10,1998-01-01,52,F,51,
11195,1946-02-10,1998-01-01,51,F,52,
11196,1946-06-07,1998-01-01,51,M,75,
11197,1946-06-18,1998-01-01,51,F,57,
11198,1946-11-26,1998-01-01,51,F,54,
11199,1946-11-06,1998-01-01,51,F,59,
11200,1947-11-22,1998-01-01,50,M,96,
11201,1947-08-18,1998-01-01,50,F,57,
11202,1947-08-26,1998-01-01,50,F,55,
11203,1948-08-21,1998-01-01,49,M,83,
11204,1948-06-01,1998-01-01,49,F,53,
11205,1948-07-24,1998-01-01,49,F,53,
11206,1948-09-24,1998-01-01,49,M,94,
11208,1948-02-04,1998-01-01,49,F,54,
11209,1948-01-13,1998-01-01,49,F,57,
11210,1948-06-08,1998-01-01,49,M,100,
11211,1949-10-12,1998-01-01,48,F,53,
11212,1949-11-05,1998-01-01,48,F,53,
11213,1949-05-14,1998-01-01,48,F,51,
11214,1949-11-07,1998-01-01,48,M,84,
11216,1950-05-20,1998-01-01,47,F,53,
11217,1950-02-11,1998-01-01,47,F,55,
11218,1950-09-11,1998-01-01,47,F,54,
11219,1950-12-02,1998-01-01,47,M,92,
11220,1950-02-23,1998-01-01,47,F,57,
11221,1950-06-10,1998-01-01,47,M,110,
11222,1950-08-17,1998-01-01,47,F,65,
11223,1951-09-16,1998-01-01,46,F,60,
11224,1951-09-06,1998-01-01,46,F,52,
11225,1951-02-16,1998-01-01,46,F,53,
11226,1951-09-27,1998-01-01,46,F,59,
11227,1951-08-12,1998-01-01,46,M,92,
11228,1951-04-19,1998-01-01,46,F,63,
11229,1951-12-03,1998-01-01,46,M,96,
11230,1951-04-03,1998-01-01,46,F,68,
11231,1952-11-14,1998-01-01,45,M,89,
13848,1972-03-26,1998-01-01,25,F,72,
11233,1952-09-09,1998-01-01,45,M,108,
13860,1972-11-09,1998-01-01,25,F,57,
11235,1952-02-08,1998-01-01,45,M,109,
11236,1952-03-05,1998-01-01,45,M,107,
11237,1958-09-23,1998-01-01,39,M,126,
13861,1972-09-11,1998-01-01,25,F,54,
13864,1972-10-22,1998-01-01,25,F,53,
13865,1972-06-23,1998-01-01,25,F,52,
13866,1972-08-16,1998-01-01,25,F,52,
11242,1957-11-11,1998-01-01,40,M,153,
14113,1972-04-22,1998-01-01,25,F,48,
14114,1972-01-07,1998-01-01,25,F,54,
11245,1956-10-27,1998-01-01,41,M,147,
14115,1972-06-04,1998-01-01,25,F,49,
11248,1955-03-26,1998-01-01,42,M,157,
14222,1972-07-27,1998-01-01,25,F,48,
14225,1972-05-27,1998-01-01,25,F,55,
11251,1932-07-04,1998-01-01,65,M,55,
11252,1932-06-07,1998-01-01,65,M,71,
11253,1933-02-28,1998-01-01,64,M,72,
11254,1933-03-03,1998-01-01,64,M,71,
11256,1933-09-20,1998-01-01,64,F,44,
11257,1933-01-06,1998-01-01,64,F,59,
14226,1972-07-26,1998-01-01,25,F,52,
14227,1972-10-21,1998-01-01,25,F,100,
14231,1972-08-05,1998-01-01,25,F,107,
14370,1972-09-09,1998-01-01,25,F,59,
14372,1972-07-11,1998-01-01,25,F,50,
11264,1964-06-17,1998-01-01,33,M,154,
15138,1972-06-20,1998-01-01,25,F,90,
14705,1972-01-15,1998-01-01,25,F,55,
11267,1964-10-02,1998-01-01,33,M,115,
14706,1972-05-26,1998-01-01,25,F,60,
11269,1964-10-13,1998-01-01,33,M,119,
11270,1964-05-04,1998-01-01,33,M,119,
15131,1972-02-24,1998-01-01,25,F,56,
15134,1972-11-21,1998-01-01,25,F,49,
11273,1956-10-01,1998-01-01,41,M,105,
11274,1934-04-12,1998-01-01,63,M,61,
11275,1934-01-18,1998-01-01,63,F,48,
15136,1972-05-02,1998-01-01,25,F,101,
11277,1963-06-10,1998-01-01,34,M,134,
15285,1972-02-11,1998-01-01,25,F,47,
11280,1963-08-21,1998-01-01,34,M,92,
15289,1972-02-14,1998-01-01,25,F,54,
11282,1962-01-16,1998-01-01,35,M,146,
11283,1962-10-26,1998-01-01,35,M,136,
11285,1962-03-19,1998-01-01,35,M,141,
11286,1962-03-03,1998-01-01,35,M,93,
11287,1961-01-16,1998-01-01,36,M,140,
15301,1972-02-19,1998-01-01,25,F,45,
15302,1972-07-12,1998-01-01,25,F,46,
15729,1972-09-24,1998-01-01,25,F,57,
11292,1961-11-05,1998-01-01,36,M,112,
11293,1955-05-27,1998-01-01,42,M,71,
11294,1955-09-03,1998-01-01,42,M,84,
15840,1972-02-26,1998-01-01,25,F,51,
11296,1935-10-07,1998-01-01,62,F,47,
11297,1935-02-02,1998-01-01,62,M,68,
11298,1935-03-03,1998-01-01,62,M,73,
11299,1936-04-01,1998-01-01,61,M,72,
11300,1960-03-03,1998-01-01,37,M,152,
11301,1960-06-09,1998-01-01,37,M,145,
11302,1960-12-12,1998-01-01,37,M,120,
15842,1972-01-13,1998-01-01,25,F,56,
15862,1972-12-07,1998-01-01,25,F,43,
11305,1960-06-19,1998-01-01,37,M,137,
11306,1960-06-22,1998-01-01,37,M,142,
11307,1954-11-04,1998-01-01,43,M,88,
11308,1954-03-05,1998-01-01,43,M,75,
15872,1972-10-02,1998-01-01,25,F,61,
15873,1972-10-19,1998-01-01,25,F,53,
16197,1972-08-19,1998-01-01,25,F,38,
16629,1972-09-13,1998-01-01,25,F,96,
11313,1953-02-27,1998-01-01,44,M,79,
16753,1972-02-23,1998-01-01,25,F,46,
16755,1972-07-26,1998-01-01,25,F,60,
11316,1953-11-17,1998-01-01,44,M,83,
16772,1972-01-15,1998-01-01,25,F,55,
16775,1972-09-17,1998-01-01,25,F,57,
11319,1937-04-27,1998-01-01,60,F,47,
11320,1937-06-26,1998-01-01,60,F,50,
11321,1938-07-08,1998-01-01,59,M,76,
11322,1938-03-15,1998-01-01,59,F,52,
11324,1939-05-14,1998-01-01,58,M,78,
11325,1939-07-02,1998-01-01,58,M,72,
11326,1939-06-26,1998-01-01,58,M,117,
11328,1940-01-01,1998-01-01,58,M,79,
11329,1940-07-25,1998-01-01,57,M,71,
11330,1940-05-13,1998-01-01,57,M,140,
17089,1972-11-03,1998-01-01,25,F,44,
17090,1972-08-16,1998-01-01,25,F,38,
17091,1972-04-22,1998-01-01,25,F,43,
11336,1962-03-12,1998-01-01,35,M,76,
11337,1961-09-21,1998-01-01,36,M,69,
11338,1961-08-10,1998-01-01,36,M,76,
11339,1961-07-08,1998-01-01,36,M,65,
11340,1936-04-06,1998-01-01,61,F,36,
11341,1936-08-21,1998-01-01,61,M,61,
11342,1962-03-11,1998-01-01,35,M,80,
11343,1958-09-13,1998-01-01,39,M,63,
17096,1972-10-20,1998-01-01,25,F,44,
17097,1972-02-06,1998-01-01,25,F,35,
17243,1972-04-08,1998-01-01,25,F,101,
11347,1955-12-23,1998-01-01,42,M,61,
11348,1955-09-22,1998-01-01,42,M,68,
17244,1972-02-25,1998-01-01,25,F,102,
11350,1937-01-14,1998-01-01,60,F,42,
11351,1939-04-06,1998-01-01,58,F,38,
11352,1940-03-07,1998-01-01,57,M,58,
11353,1941-06-11,1998-01-01,56,F,41,
11354,1942-02-23,1998-01-01,55,F,37,
11355,1942-12-28,1998-01-01,55,M,75,
11357,1979-03-23,1998-01-01,18,M,55,
11358,1978-11-11,1998-01-01,19,F,42,
11359,1978-09-04,1998-01-01,19,M,53,
11360,1978-08-02,1998-01-01,19,M,57,
11361,1977-04-28,1998-01-01,20,F,39,
11362,1977-11-11,1998-01-01,20,M,60,
11363,1977-10-20,1998-01-01,20,M,56,
11364,1979-09-23,1998-01-01,18,F,47,
11365,1979-06-09,1998-01-01,18,F,51,
11366,1979-10-25,1998-01-01,18,F,38,
11367,1979-02-22,1998-01-01,18,M,62,
11368,1978-11-25,1998-01-01,19,M,73,
11369,1978-08-04,1998-01-01,19,F,44,
11370,1978-04-01,1998-01-01,19,F,37,
11371,1978-05-27,1998-01-01,19,F,41,
11372,1978-05-15,1998-01-01,19,F,47,
11374,1943-06-28,1998-01-01,54,M,69,
11375,1943-05-09,1998-01-01,54,M,68,
11376,1943-06-10,1998-01-01,54,M,68,
17248,1972-03-03,1998-01-01,25,F,105,
11379,1959-11-18,1998-01-01,38,M,76,
11380,1959-03-02,1998-01-01,38,M,64,
17250,1972-03-13,1998-01-01,25,F,104,
11382,1958-01-19,1998-01-01,39,M,62,
17389,1972-11-06,1998-01-01,25,F,60,
17561,1972-06-21,1998-01-01,25,F,54,
11385,1960-08-11,1998-01-01,37,M,67,
17629,1972-06-19,1998-01-01,25,F,42,
17639,1972-04-07,1998-01-01,25,F,51,
11388,1959-07-24,1998-01-01,38,M,76,
11389,1970-04-24,1998-01-01,27,M,66,
17689,1972-06-22,1998-01-01,25,F,50,
17690,1972-12-15,1998-01-01,25,F,47,
11392,1970-02-07,1998-01-01,27,M,78,
11393,1969-01-17,1998-01-01,28,M,79,
11396,1969-10-05,1998-01-01,28,M,87,
11398,1969-09-09,1998-01-01,28,M,73,
18209,1972-09-08,1998-01-01,25,F,90,
11400,1969-04-19,1998-01-01,28,M,65,
18210,1972-03-26,1998-01-01,25,F,113,
18211,1972-01-12,1998-01-01,25,F,104,
18373,1972-08-11,1998-01-01,25,F,58,
11404,1952-01-01,1998-01-01,46,F,39,
18546,1972-06-23,1998-01-01,25,F,54,
18623,1972-09-06,1998-01-01,25,F,41,
11407,1952-04-02,1998-01-01,45,M,71,
11408,1953-05-14,1998-01-01,44,M,78,
18627,1972-09-09,1998-01-01,25,F,56,
11410,1968-08-25,1998-01-01,29,M,77,
11411,1954-02-12,1998-01-01,43,M,111,
18805,1972-06-21,1998-01-01,25,F,56,
18806,1972-09-08,1998-01-01,25,F,54,
11414,1954-03-18,1998-01-01,43,M,105,
11415,1944-06-05,1998-01-01,53,M,73,
11416,1945-03-19,1998-01-01,52,F,56,
11417,1945-02-26,1998-01-01,52,F,57,
11418,1945-02-09,1998-01-01,52,M,72,
11419,1945-02-18,1998-01-01,52,M,147,
11420,1946-07-12,1998-01-01,51,M,122,
11421,1946-07-19,1998-01-01,51,F,86,
11422,1946-09-01,1998-01-01,51,M,153,
19099,1972-11-09,1998-01-01,25,F,103,
19108,1972-04-07,1998-01-01,25,F,51,
19109,1972-07-03,1998-01-01,25,F,52,
11426,1953-10-02,1998-01-01,44,M,157,
19111,1972-03-03,1998-01-01,25,F,53,
19176,1972-06-02,1998-01-01,25,F,37,
19178,1972-08-25,1998-01-01,25,F,43,
11431,1952-10-27,1998-01-01,45,M,169,
11432,1951-09-11,1998-01-01,46,F,71,
11433,1951-09-02,1998-01-01,46,M,114,
11434,1951-05-06,1998-01-01,46,M,160,
11435,1950-03-06,1998-01-01,47,F,76,
11436,1950-09-18,1998-01-01,47,F,102,
11437,1949-12-17,1998-01-01,48,M,97,
11438,1949-10-14,1998-01-01,48,F,101,
11439,1948-05-17,1998-01-01,49,F,64,
11440,1947-09-27,1998-01-01,50,M,80,
11441,1947-06-12,1998-01-01,50,F,52,
11442,1947-11-14,1998-01-01,50,M,81,
11443,1976-05-22,1998-01-01,21,F,49,
11444,1976-04-28,1998-01-01,21,F,55,
11445,1974-07-21,1998-01-01,23,F,49,
11446,1974-08-12,1998-01-01,23,F,47,
11447,1974-08-16,1998-01-01,23,F,56,
11448,1975-04-28,1998-01-01,22,M,83,
11449,1975-02-02,1998-01-01,22,M,77,
11450,1975-11-12,1998-01-01,22,M,150,
11451,1974-11-09,1998-01-01,23,M,79,
11452,1973-11-05,1998-01-01,24,F,50,
11453,1973-08-21,1998-01-01,24,M,80,
11454,1974-04-22,1998-01-01,23,F,50,
11455,1974-04-21,1998-01-01,23,M,158,
11456,1974-07-08,1998-01-01,23,M,165,
11458,1973-04-05,1998-01-01,24,F,100,
19179,1972-05-23,1998-01-01,25,F,42,
11460,1972-10-07,1998-01-01,25,M,78,
11461,1972-03-25,1998-01-01,25,M,81,
19180,1972-03-10,1998-01-01,25,F,35,
19235,1972-08-05,1998-01-01,25,F,55,
11464,1971-11-16,1998-01-01,26,M,90,
11465,1971-02-19,1998-01-01,26,M,86,
11466,1971-08-03,1998-01-01,26,M,166,
11467,1969-10-07,1998-01-01,28,M,173,
11468,1975-06-18,1998-01-01,22,F,56,
11469,1973-04-16,1998-01-01,24,M,52,
11470,1973-09-25,1998-01-01,24,M,58,
11471,1973-09-25,1998-01-01,24,F,48,
11472,1963-04-03,1998-01-01,34,M,102,
11473,1980-08-02,1998-01-01,17,F,34,
11474,1980-02-22,1998-01-01,17,M,53,
11475,1978-10-09,1998-01-01,19,M,63,
11476,1974-11-17,1998-01-01,23,F,57,
11477,1973-06-25,1998-01-01,24,M,68,
11478,1973-02-25,1998-01-01,24,M,61,
11479,1973-04-22,1998-01-01,24,M,80,
11480,1973-03-11,1998-01-01,24,F,57,
11481,1973-05-23,1998-01-01,24,F,56,
19236,1972-08-12,1998-01-01,25,F,48,
11483,1972-05-22,1998-01-01,25,M,85,
11484,1972-03-06,1998-01-01,25,M,95,
11485,1972-08-07,1998-01-01,25,M,96,
24944,1940-09-11,1998-01-01,57,F,45,
19657,1972-03-22,1998-01-01,25,F,51,
11488,1971-09-21,1998-01-01,26,M,64,
19681,1972-09-09,1998-01-01,25,F,57,
11490,1971-01-06,1998-01-01,26,M,61,
11491,1971-04-06,1998-01-01,26,M,65,
11492,1971-11-19,1998-01-01,26,M,64,
19961,1972-02-05,1998-01-01,25,F,51,
11495,1971-09-04,1998-01-01,26,M,91,
11496,1970-10-17,1998-01-01,27,M,83,
19966,1972-07-23,1998-01-01,25,F,55,
11498,1974-01-15,1998-01-01,23,M,104,
11499,1974-11-14,1998-01-01,23,M,102,
11500,1974-09-18,1998-01-01,23,F,45,
11501,1975-07-07,1998-01-01,22,F,60,
11503,1930-10-13,1998-01-01,67,M,56,
11504,1931-04-20,1998-01-01,66,F,41,
19968,1972-07-28,1998-01-01,25,F,102,
11506,1966-05-17,1998-01-01,31,M,76,
19981,1972-03-18,1998-01-01,25,F,50,
20048,1972-07-05,1998-01-01,25,F,38,
20050,1972-03-02,1998-01-01,25,F,42,
11510,1953-07-13,1998-01-01,44,M,76,
20118,1972-08-13,1998-01-01,25,F,50,
20617,1972-05-28,1998-01-01,25,F,87,
11514,1954-04-20,1998-01-01,43,M,71,
20623,1972-06-01,1998-01-01,25,F,105,
20649,1972-06-13,1998-01-01,25,F,51,
11518,1955-05-10,1998-01-01,42,M,76,
11519,1955-03-17,1998-01-01,42,M,75,
20713,1972-09-16,1998-01-01,25,F,39,
20714,1972-07-16,1998-01-01,25,F,38,
11522,1955-12-23,1998-01-01,42,M,93,
11523,1956-08-10,1998-01-01,41,M,82,
20722,1972-04-24,1998-01-01,25,F,63,
20785,1972-02-21,1998-01-01,25,F,47,
21266,1972-08-21,1998-01-01,25,F,48,
21565,1972-11-11,1998-01-01,25,F,107,
21582,1972-03-13,1998-01-01,25,F,59,
11529,1957-11-16,1998-01-01,40,M,74,
11530,1957-07-26,1998-01-01,40,M,74,
21583,1972-04-05,1998-01-01,25,F,55,
21585,1972-06-18,1998-01-01,25,F,51,
21586,1972-07-06,1998-01-01,25,F,58,
11534,1958-11-13,1998-01-01,39,M,77,
11536,1958-04-17,1998-01-01,39,M,84,
11537,1958-03-24,1998-01-01,39,M,81,
21587,1972-05-28,1998-01-01,25,F,52,
11540,1959-01-28,1998-01-01,38,M,83,
11541,1959-04-12,1998-01-01,38,M,75,
11542,1968-09-10,1998-01-01,29,M,72,
21724,1972-09-12,1998-01-01,25,F,51,
11544,1968-05-07,1998-01-01,29,M,75,
11545,1968-03-25,1998-01-01,29,M,78,
21725,1972-08-21,1998-01-01,25,F,43,
11548,1968-10-12,1998-01-01,29,M,69,
21887,1972-05-12,1998-01-01,25,F,53,
11552,1967-05-27,1998-01-01,30,M,69,
21891,1972-06-23,1998-01-01,25,F,100,
11554,1926-09-28,1998-01-01,71,F,31,
11555,1926-07-08,1998-01-01,71,F,34,
11556,1967-05-14,1998-01-01,30,M,82,
22042,1972-08-21,1998-01-01,25,F,52,
11558,1967-08-22,1998-01-01,30,M,78,
22043,1972-08-12,1998-01-01,25,F,49,
22232,1972-08-18,1998-01-01,25,F,64,
11562,1966-04-19,1998-01-01,31,M,79,
11563,1966-02-01,1998-01-01,31,M,68,
11564,1966-07-12,1998-01-01,31,M,69,
11565,1966-07-02,1998-01-01,31,M,79,
22234,1972-02-08,1998-01-01,25,F,58,
22304,1972-06-27,1998-01-01,25,F,33,
22305,1972-11-21,1998-01-01,25,F,36,
11571,1966-05-18,1998-01-01,31,M,86,
11572,1966-03-15,1998-01-01,31,M,84,
22310,1972-03-13,1998-01-01,25,F,42,
22372,1972-08-25,1998-01-01,25,F,45,
11575,1965-04-21,1998-01-01,32,M,77,
11576,1965-02-10,1998-01-01,32,M,89,
22544,1972-10-03,1998-01-01,25,F,50,
22545,1972-06-19,1998-01-01,25,F,52,
11579,1964-08-20,1998-01-01,33,M,87,
22858,1972-08-16,1998-01-01,25,F,111,
22994,1972-05-27,1998-01-01,25,F,54,
22995,1972-06-01,1998-01-01,25,F,51,
11584,1965-11-22,1998-01-01,32,M,74,
23143,1972-03-25,1998-01-01,25,F,54,
11586,1965-12-15,1998-01-01,32,M,76,
11587,1964-10-21,1998-01-01,33,M,89,
23145,1972-09-24,1998-01-01,25,F,54,
23146,1972-08-18,1998-01-01,25,F,53,
23227,1972-12-23,1998-01-01,25,F,42,
23296,1972-12-15,1998-01-01,25,F,72,
11592,1978-09-04,1998-01-01,19,M,59,
11593,1977-03-25,1998-01-01,20,M,60,
11594,1979-11-04,1998-01-01,18,M,100,
11596,1963-09-03,1998-01-01,34,M,73,
11598,1978-07-02,1998-01-01,19,F,68,
11599,1977-09-16,1998-01-01,20,F,42,
11600,1977-04-07,1998-01-01,20,F,50,
11602,1977-04-13,1998-01-01,20,M,64,
11603,1977-02-06,1998-01-01,20,M,64,
11604,1977-06-03,1998-01-01,20,M,63,
11605,1976-11-20,1998-01-01,21,F,41,
11607,1975-05-09,1998-01-01,22,M,53,
11608,1976-03-04,1998-01-01,21,M,58,
11609,1976-06-26,1998-01-01,21,M,62,
11610,1975-04-23,1998-01-01,22,M,67,
11611,1974-02-27,1998-01-01,23,M,57,
11612,1974-10-11,1998-01-01,23,M,56,
11613,1975-11-03,1998-01-01,22,F,41,
11614,1975-08-17,1998-01-01,22,F,43,
11615,1975-11-21,1998-01-01,22,M,87,
11616,1975-03-09,1998-01-01,22,F,56,
11617,1959-04-04,1998-01-01,38,M,77,
11618,1959-04-24,1998-01-01,38,M,82,
11619,1973-05-01,1998-01-01,24,F,41,
11620,1973-04-20,1998-01-01,24,F,46,
11621,1973-02-19,1998-01-01,24,F,47,
11622,1973-12-17,1998-01-01,24,M,71,
11624,1973-03-23,1998-01-01,24,M,75,
11625,1973-01-19,1998-01-01,24,M,76,
11626,1973-06-14,1998-01-01,24,F,49,
11627,1973-02-27,1998-01-01,24,M,78,
23585,1972-06-27,1998-01-01,25,F,48,
11629,1971-02-08,1998-01-01,26,M,115,
23586,1972-06-21,1998-01-01,25,F,58,
11631,1971-02-13,1998-01-01,26,M,97,
23587,1972-04-05,1998-01-01,25,F,51,
11633,1972-05-26,1998-01-01,25,M,85,
11634,1972-06-12,1998-01-01,25,M,78,
11635,1972-08-14,1998-01-01,25,M,86,
23655,1972-11-21,1998-01-01,25,F,50,
23656,1972-06-14,1998-01-01,25,F,50,
11638,1972-03-12,1998-01-01,25,M,82,
23660,1972-11-20,1998-01-01,25,F,98,
